timestamp,utilisateur,module,action,fichiers,scores,statut,message
2026-03-30 14:50:56,gael,systeme,OUVERTURE_SESSION,[],{},SUCCESS,Connexion reussie
2026-03-30 14:51:31,gael,donnees,APPLICATION_FILTRES,[],{},SUCCESS,Filtres appliques : Aucun (Toutes les donnees) (Volume restant : 99180)
2026-03-30 14:51:38,gael,infereur,LANCEMENT_DOUBLE_INFERENCE,"[""baseline_model.sav"", ""model_lags.sav""]",{},SUCCESS,Lancement de la double inference sur les modeles .sav
